,o1,o2,o3,o4,o5,o6,o7,o8,o9,o10,o11,o12,o13,o14,o15,o16,o17,o18,o19,o20,o21,o22,o23,o24,o25,o26,o27,o28,o29,o30,o31,o32,o33
stc55,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc56,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc57,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc58,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc59,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc61,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc62,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc63,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc64,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc65,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc66,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc67,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc68,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc69,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc70,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc71,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc72,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc73,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
vbc01,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa
vbc02,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa
vbc03,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa
vbc04,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa
vbc05,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa
vbc06,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa
vbc07,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa
vbc08,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa
vbc09,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa
vbc10,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa
vbc11,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa
vbc12,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa
vbc13,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa
vbc14,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa
vbc15,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa
vbc16,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa
vbc17,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa
vbc18,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa
vbc19,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa
vbc20,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa
vbc21,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa
vbc22,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa
vbc23,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa
vbc24,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa
vbc25,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa
vbc27,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa
vbc28,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa
vbc29,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa
vbc30,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa
vbc31,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa
vbc32,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa
vbc33,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa
vbc34,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa
vbc36,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa
vbc37,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa
vbc38,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa
vbc39,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa
vbc40,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa
vbc41,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa
vbc42,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa
vbc43,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa
vbc44,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa
vbc45,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa
vbc46,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa
vbc47,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa,BachMa
